"","tagrelID","obs_foID","opeID","vesselCode","Subarea","Lat_release","Lon_release","Dat_release","tagFate","tagrel1Type","tagrel1Colour","tagrel1Number","tagrel1Wording","tagrel2Type","tagrel2Colour","tagrel2Number","tagrel2Wording","Length_release","Weight_release","Sex_release","src","datasetID","Season","MU","tag_code_1","tag_code_2","Est_weigth_release"
"832",1390,"O14606","H61812",30,"3b",-44.18,44.8083,2022-11-11 22:30:00,"Released","T-Bar","WHITE","A668077","AUSTRALIA","T-Bar","WHITE","A668078","AUSTRALIA",77,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668077+AUSTRALIA","T-Bar+WHITE+A668078+AUSTRALIA",4.48919929083232
"833",1391,"O14606","H61812",30,"3b",-44.18,44.8083,2022-11-11 22:30:00,"Released","T-Bar","WHITE","A668077","AUSTRALIA","T-Bar","WHITE","A668078","AUSTRALIA",77,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668077+AUSTRALIA","T-Bar+WHITE+A668078+AUSTRALIA",4.48919929083232
"834",1392,"O14609","H61815",30,"3b",-44.6833,44.3383,2022-11-12 21:15:00,"Released","T-Bar","WHITE","A668116","AUSTRALIA","T-Bar","WHITE","A668117","AUSTRALIA",79,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668116+AUSTRALIA","T-Bar+WHITE+A668117+AUSTRALIA",4.89249476342744
"835",1393,"O14609","H61815",30,"3b",-44.6833,44.3383,2022-11-12 21:15:00,"Released","T-Bar","WHITE","A668116","AUSTRALIA","T-Bar","WHITE","A668117","AUSTRALIA",79,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668116+AUSTRALIA","T-Bar+WHITE+A668117+AUSTRALIA",4.89249476342744
"836",1394,"O14609","H61815",30,"3b",-44.6833,44.3383,2022-11-12 21:15:00,"Released","T-Bar","WHITE","A668116","AUSTRALIA","T-Bar","WHITE","A668117","AUSTRALIA",79,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668116+AUSTRALIA","T-Bar+WHITE+A668117+AUSTRALIA",4.89249476342744
"837",1395,"O14609","H61815",30,"3b",-44.6833,44.3383,2022-11-12 21:15:00,"Released","T-Bar","WHITE","A668116","AUSTRALIA","T-Bar","WHITE","A668117","AUSTRALIA",79,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668116+AUSTRALIA","T-Bar+WHITE+A668117+AUSTRALIA",4.89249476342744
"838",1396,"O14609","H61815",30,"3b",-44.6833,44.3383,2022-11-12 21:15:00,"Released","T-Bar","WHITE","A668116","AUSTRALIA","T-Bar","WHITE","A668117","AUSTRALIA",79,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668116+AUSTRALIA","T-Bar+WHITE+A668117+AUSTRALIA",4.89249476342744
"839",1397,"O14609","H61815",30,"3b",-44.6833,44.3383,2022-11-12 21:15:00,"Released","T-Bar","WHITE","A668116","AUSTRALIA","T-Bar","WHITE","A668117","AUSTRALIA",79,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668116+AUSTRALIA","T-Bar+WHITE+A668117+AUSTRALIA",4.89249476342744
"840",1398,"O14609","H61815",30,"3b",-44.6833,44.3383,2022-11-12 21:15:00,"Released","T-Bar","WHITE","A668116","AUSTRALIA","T-Bar","WHITE","A668117","AUSTRALIA",79,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668116+AUSTRALIA","T-Bar+WHITE+A668117+AUSTRALIA",4.89249476342744
"841",1399,"O14609","H61815",30,"3b",-44.6833,44.3383,2022-11-12 21:15:00,"Released","T-Bar","WHITE","A668116","AUSTRALIA","T-Bar","WHITE","A668117","AUSTRALIA",79,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668116+AUSTRALIA","T-Bar+WHITE+A668117+AUSTRALIA",4.89249476342744
"842",1400,"O14609","H61815",30,"3b",-44.6833,44.3383,2022-11-12 21:15:00,"Released","T-Bar","WHITE","A668116","AUSTRALIA","T-Bar","WHITE","A668117","AUSTRALIA",79,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668116+AUSTRALIA","T-Bar+WHITE+A668117+AUSTRALIA",4.89249476342744
"843",1401,"O14609","H61815",30,"3b",-44.6833,44.3383,2022-11-12 21:15:00,"Released","T-Bar","WHITE","A668116","AUSTRALIA","T-Bar","WHITE","A668117","AUSTRALIA",79,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668116+AUSTRALIA","T-Bar+WHITE+A668117+AUSTRALIA",4.89249476342744
"844",1402,"O14609","H61815",30,"3b",-44.6833,44.3383,2022-11-12 21:15:00,"Released","T-Bar","WHITE","A668116","AUSTRALIA","T-Bar","WHITE","A668117","AUSTRALIA",79,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668116+AUSTRALIA","T-Bar+WHITE+A668117+AUSTRALIA",4.89249476342744
"845",1403,"O14609","H61815",30,"3b",-44.6833,44.3383,2022-11-12 21:15:00,"Released","T-Bar","WHITE","A668116","AUSTRALIA","T-Bar","WHITE","A668117","AUSTRALIA",79,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668116+AUSTRALIA","T-Bar+WHITE+A668117+AUSTRALIA",4.89249476342744
"846",1404,"O14609","H61815",30,"3b",-44.6833,44.3383,2022-11-12 21:15:00,"Released","T-Bar","WHITE","A668116","AUSTRALIA","T-Bar","WHITE","A668117","AUSTRALIA",79,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668116+AUSTRALIA","T-Bar+WHITE+A668117+AUSTRALIA",4.89249476342744
"847",1405,"O14609","H61815",30,"3b",-44.6833,44.3383,2022-11-12 21:15:00,"Released","T-Bar","WHITE","A668116","AUSTRALIA","T-Bar","WHITE","A668117","AUSTRALIA",79,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668116+AUSTRALIA","T-Bar+WHITE+A668117+AUSTRALIA",4.89249476342744
"848",1406,"O14609","H61815",30,"3b",-44.6833,44.3383,2022-11-12 21:15:00,"Released","T-Bar","WHITE","A668116","AUSTRALIA","T-Bar","WHITE","A668117","AUSTRALIA",79,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668116+AUSTRALIA","T-Bar+WHITE+A668117+AUSTRALIA",4.89249476342744
"849",1407,"O14609","H61815",30,"3b",-44.6833,44.3383,2022-11-12 21:15:00,"Released","T-Bar","WHITE","A668116","AUSTRALIA","T-Bar","WHITE","A668117","AUSTRALIA",79,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668116+AUSTRALIA","T-Bar+WHITE+A668117+AUSTRALIA",4.89249476342744
"850",1408,"O14609","H61815",30,"3b",-44.6833,44.3383,2022-11-12 21:15:00,"Released","T-Bar","WHITE","A668116","AUSTRALIA","T-Bar","WHITE","A668117","AUSTRALIA",79,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668116+AUSTRALIA","T-Bar+WHITE+A668117+AUSTRALIA",4.89249476342744
"851",1409,"O14609","H61815",30,"3b",-44.6833,44.3383,2022-11-12 21:15:00,"Released","T-Bar","WHITE","A668116","AUSTRALIA","T-Bar","WHITE","A668117","AUSTRALIA",79,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668116+AUSTRALIA","T-Bar+WHITE+A668117+AUSTRALIA",4.89249476342744
"852",1410,"O14609","H61815",30,"3b",-44.6833,44.3383,2022-11-12 21:15:00,"Released","T-Bar","WHITE","A668116","AUSTRALIA","T-Bar","WHITE","A668117","AUSTRALIA",79,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668116+AUSTRALIA","T-Bar+WHITE+A668117+AUSTRALIA",4.89249476342744
"853",1411,"O14609","H61815",30,"3b",-44.6833,44.3383,2022-11-12 21:15:00,"Released","T-Bar","WHITE","A668116","AUSTRALIA","T-Bar","WHITE","A668117","AUSTRALIA",79,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668116+AUSTRALIA","T-Bar+WHITE+A668117+AUSTRALIA",4.89249476342744
"854",1412,"O14609","H61815",30,"3b",-44.6833,44.3383,2022-11-12 21:15:00,"Released","T-Bar","WHITE","A668116","AUSTRALIA","T-Bar","WHITE","A668117","AUSTRALIA",79,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668116+AUSTRALIA","T-Bar+WHITE+A668117+AUSTRALIA",4.89249476342744
"855",1413,"O14609","H61815",30,"3b",-44.6833,44.3383,2022-11-12 21:15:00,"Released","T-Bar","WHITE","A668116","AUSTRALIA","T-Bar","WHITE","A668117","AUSTRALIA",79,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668116+AUSTRALIA","T-Bar+WHITE+A668117+AUSTRALIA",4.89249476342744
"856",1414,"O14609","H61815",30,"3b",-44.6833,44.3383,2022-11-12 21:15:00,"Released","T-Bar","WHITE","A668116","AUSTRALIA","T-Bar","WHITE","A668117","AUSTRALIA",79,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668116+AUSTRALIA","T-Bar+WHITE+A668117+AUSTRALIA",4.89249476342744
"857",1415,"O14609","H61815",30,"3b",-44.6833,44.3383,2022-11-12 21:15:00,"Released","T-Bar","WHITE","A668116","AUSTRALIA","T-Bar","WHITE","A668117","AUSTRALIA",79,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668116+AUSTRALIA","T-Bar+WHITE+A668117+AUSTRALIA",4.89249476342744
"858",1416,"O14609","H61815",30,"3b",-44.6833,44.3383,2022-11-12 21:15:00,"Released","T-Bar","WHITE","A668116","AUSTRALIA","T-Bar","WHITE","A668117","AUSTRALIA",79,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668116+AUSTRALIA","T-Bar+WHITE+A668117+AUSTRALIA",4.89249476342744
"859",1417,"O14609","H61815",30,"3b",-44.6833,44.3383,2022-11-12 21:15:00,"Released","T-Bar","WHITE","A668116","AUSTRALIA","T-Bar","WHITE","A668117","AUSTRALIA",79,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668116+AUSTRALIA","T-Bar+WHITE+A668117+AUSTRALIA",4.89249476342744
"860",1418,"O14609","H61815",30,"3b",-44.6833,44.3383,2022-11-12 21:15:00,"Released","T-Bar","WHITE","A668116","AUSTRALIA","T-Bar","WHITE","A668117","AUSTRALIA",79,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668116+AUSTRALIA","T-Bar+WHITE+A668117+AUSTRALIA",4.89249476342744
"861",1419,"O14617","H61823",30,"3b",-44.835,45.6666,2022-11-15 11:25:00,"Released","T-Bar","WHITE","A668148","AUSTRALIA","T-Bar","WHITE","A668149","AUSTRALIA",78,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668148+AUSTRALIA","T-Bar+WHITE+A668149+AUSTRALIA",4.68780328678452
"862",1420,"O14617","H61823",30,"3b",-44.835,45.6666,2022-11-15 11:25:00,"Released","T-Bar","WHITE","A668148","AUSTRALIA","T-Bar","WHITE","A668149","AUSTRALIA",78,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668148+AUSTRALIA","T-Bar+WHITE+A668149+AUSTRALIA",4.68780328678452
"863",1421,"O14617","H61823",30,"3b",-44.835,45.6666,2022-11-15 11:25:00,"Released","T-Bar","WHITE","A668148","AUSTRALIA","T-Bar","WHITE","A668149","AUSTRALIA",78,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668148+AUSTRALIA","T-Bar+WHITE+A668149+AUSTRALIA",4.68780328678452
"864",1422,"O14617","H61823",30,"3b",-44.835,45.6666,2022-11-15 11:25:00,"Released","T-Bar","WHITE","A668148","AUSTRALIA","T-Bar","WHITE","A668149","AUSTRALIA",78,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668148+AUSTRALIA","T-Bar+WHITE+A668149+AUSTRALIA",4.68780328678452
"865",1423,"O14617","H61823",30,"3b",-44.835,45.6666,2022-11-15 11:25:00,"Released","T-Bar","WHITE","A668148","AUSTRALIA","T-Bar","WHITE","A668149","AUSTRALIA",78,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668148+AUSTRALIA","T-Bar+WHITE+A668149+AUSTRALIA",4.68780328678452
"866",1424,"O14627","H61833",30,"3b",-44.835,44.0983,2022-11-19 04:20:00,"Released","T-Bar","WHITE","A668169","AUSTRALIA","T-Bar","WHITE","A668170","AUSTRALIA",75,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668169+AUSTRALIA","T-Bar+WHITE+A668170+AUSTRALIA",4.10983222210348
"867",1425,"O14627","H61833",30,"3b",-44.835,44.0983,2022-11-19 04:20:00,"Released","T-Bar","WHITE","A668169","AUSTRALIA","T-Bar","WHITE","A668170","AUSTRALIA",75,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668169+AUSTRALIA","T-Bar+WHITE+A668170+AUSTRALIA",4.10983222210348
"868",1426,"O14627","H61833",30,"3b",-44.835,44.0983,2022-11-19 04:20:00,"Released","T-Bar","WHITE","A668169","AUSTRALIA","T-Bar","WHITE","A668170","AUSTRALIA",75,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668169+AUSTRALIA","T-Bar+WHITE+A668170+AUSTRALIA",4.10983222210348
"869",1427,"O14627","H61833",30,"3b",-44.835,44.0983,2022-11-19 04:20:00,"Released","T-Bar","WHITE","A668169","AUSTRALIA","T-Bar","WHITE","A668170","AUSTRALIA",75,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668169+AUSTRALIA","T-Bar+WHITE+A668170+AUSTRALIA",4.10983222210348
"870",1428,"O14627","H61833",30,"3b",-44.835,44.0983,2022-11-19 04:20:00,"Released","T-Bar","WHITE","A668169","AUSTRALIA","T-Bar","WHITE","A668170","AUSTRALIA",75,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668169+AUSTRALIA","T-Bar+WHITE+A668170+AUSTRALIA",4.10983222210348
"871",1429,"O14627","H61833",30,"3b",-44.835,44.0983,2022-11-19 04:20:00,"Released","T-Bar","WHITE","A668169","AUSTRALIA","T-Bar","WHITE","A668170","AUSTRALIA",75,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668169+AUSTRALIA","T-Bar+WHITE+A668170+AUSTRALIA",4.10983222210348
"872",1430,"O14627","H61833",30,"3b",-44.835,44.0983,2022-11-19 04:20:00,"Released","T-Bar","WHITE","A668169","AUSTRALIA","T-Bar","WHITE","A668170","AUSTRALIA",75,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668169+AUSTRALIA","T-Bar+WHITE+A668170+AUSTRALIA",4.10983222210348
"873",1431,"O14627","H61833",30,"3b",-44.835,44.0983,2022-11-19 04:20:00,"Released","T-Bar","WHITE","A668169","AUSTRALIA","T-Bar","WHITE","A668170","AUSTRALIA",75,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668169+AUSTRALIA","T-Bar+WHITE+A668170+AUSTRALIA",4.10983222210348
"874",1432,"O14627","H61833",30,"3b",-44.835,44.0983,2022-11-19 04:20:00,"Released","T-Bar","WHITE","A668169","AUSTRALIA","T-Bar","WHITE","A668170","AUSTRALIA",75,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668169+AUSTRALIA","T-Bar+WHITE+A668170+AUSTRALIA",4.10983222210348
"875",1433,"O14627","H61833",30,"3b",-44.835,44.0983,2022-11-19 04:20:00,"Released","T-Bar","WHITE","A668169","AUSTRALIA","T-Bar","WHITE","A668170","AUSTRALIA",75,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668169+AUSTRALIA","T-Bar+WHITE+A668170+AUSTRALIA",4.10983222210348
"876",1434,"O14627","H61833",30,"3b",-44.835,44.0983,2022-11-19 04:20:00,"Released","T-Bar","WHITE","A668169","AUSTRALIA","T-Bar","WHITE","A668170","AUSTRALIA",75,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668169+AUSTRALIA","T-Bar+WHITE+A668170+AUSTRALIA",4.10983222210348
"877",1435,"O14627","H61833",30,"3b",-44.835,44.0983,2022-11-19 04:20:00,"Released","T-Bar","WHITE","A668169","AUSTRALIA","T-Bar","WHITE","A668170","AUSTRALIA",75,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668169+AUSTRALIA","T-Bar+WHITE+A668170+AUSTRALIA",4.10983222210348
"878",1436,"O14627","H61833",30,"3b",-44.835,44.0983,2022-11-19 04:20:00,"Released","T-Bar","WHITE","A668169","AUSTRALIA","T-Bar","WHITE","A668170","AUSTRALIA",75,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668169+AUSTRALIA","T-Bar+WHITE+A668170+AUSTRALIA",4.10983222210348
"879",1437,"O14627","H61833",30,"3b",-44.835,44.0983,2022-11-19 04:20:00,"Released","T-Bar","WHITE","A668169","AUSTRALIA","T-Bar","WHITE","A668170","AUSTRALIA",75,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668169+AUSTRALIA","T-Bar+WHITE+A668170+AUSTRALIA",4.10983222210348
"880",1438,"O14627","H61833",30,"3b",-44.835,44.0983,2022-11-19 04:20:00,"Released","T-Bar","WHITE","A668169","AUSTRALIA","T-Bar","WHITE","A668170","AUSTRALIA",75,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668169+AUSTRALIA","T-Bar+WHITE+A668170+AUSTRALIA",4.10983222210348
"881",1439,"O14622","H61828",30,"3b",-44.66,44.5616,2022-11-17 04:30:00,"Released","T-Bar","WHITE","A668191","AUSTRALIA","T-Bar","WHITE","A668192","AUSTRALIA",54,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668191+AUSTRALIA","T-Bar+WHITE+A668192+AUSTRALIA",1.36517316489815
"882",1440,"O14622","H61828",30,"3b",-44.66,44.5616,2022-11-17 04:30:00,"Released","T-Bar","WHITE","A668191","AUSTRALIA","T-Bar","WHITE","A668192","AUSTRALIA",54,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668191+AUSTRALIA","T-Bar+WHITE+A668192+AUSTRALIA",1.36517316489815
"883",1441,"O14622","H61828",30,"3b",-44.66,44.5616,2022-11-17 04:30:00,"Released","T-Bar","WHITE","A668191","AUSTRALIA","T-Bar","WHITE","A668192","AUSTRALIA",54,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668191+AUSTRALIA","T-Bar+WHITE+A668192+AUSTRALIA",1.36517316489815
"884",1442,"O14622","H61828",30,"3b",-44.66,44.5616,2022-11-17 04:30:00,"Released","T-Bar","WHITE","A668191","AUSTRALIA","T-Bar","WHITE","A668192","AUSTRALIA",54,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668191+AUSTRALIA","T-Bar+WHITE+A668192+AUSTRALIA",1.36517316489815
"885",1443,"O14622","H61828",30,"3b",-44.66,44.5616,2022-11-17 04:30:00,"Released","T-Bar","WHITE","A668191","AUSTRALIA","T-Bar","WHITE","A668192","AUSTRALIA",54,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668191+AUSTRALIA","T-Bar+WHITE+A668192+AUSTRALIA",1.36517316489815
"886",1444,"O14629","H61835",30,"3b",-44.9033,44.8383,2022-11-19 15:50:00,"Released","T-Bar","WHITE","A668197","AUSTRALIA","T-Bar","WHITE","A668198","AUSTRALIA",44,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668197+AUSTRALIA","T-Bar+WHITE+A668198+AUSTRALIA",0.68674987682369
"887",1445,"O14629","H61835",30,"3b",-44.9033,44.8383,2022-11-19 15:50:00,"Released","T-Bar","WHITE","A668197","AUSTRALIA","T-Bar","WHITE","A668198","AUSTRALIA",44,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668197+AUSTRALIA","T-Bar+WHITE+A668198+AUSTRALIA",0.68674987682369
"888",1446,"O14629","H61835",30,"3b",-44.9033,44.8383,2022-11-19 15:50:00,"Released","T-Bar","WHITE","A668197","AUSTRALIA","T-Bar","WHITE","A668198","AUSTRALIA",44,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668197+AUSTRALIA","T-Bar+WHITE+A668198+AUSTRALIA",0.68674987682369
"889",1447,"O14629","H61835",30,"3b",-44.9033,44.8383,2022-11-19 15:50:00,"Released","T-Bar","WHITE","A668197","AUSTRALIA","T-Bar","WHITE","A668198","AUSTRALIA",44,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668197+AUSTRALIA","T-Bar+WHITE+A668198+AUSTRALIA",0.68674987682369
"890",1448,"O14629","H61835",30,"3b",-44.9033,44.8383,2022-11-19 15:50:00,"Released","T-Bar","WHITE","A668197","AUSTRALIA","T-Bar","WHITE","A668198","AUSTRALIA",44,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668197+AUSTRALIA","T-Bar+WHITE+A668198+AUSTRALIA",0.68674987682369
"891",1449,"O14629","H61835",30,"3b",-44.9033,44.8383,2022-11-19 15:50:00,"Released","T-Bar","WHITE","A668197","AUSTRALIA","T-Bar","WHITE","A668198","AUSTRALIA",44,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668197+AUSTRALIA","T-Bar+WHITE+A668198+AUSTRALIA",0.68674987682369
"892",1450,"O14629","H61835",30,"3b",-44.9033,44.8383,2022-11-19 15:50:00,"Released","T-Bar","WHITE","A668197","AUSTRALIA","T-Bar","WHITE","A668198","AUSTRALIA",44,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668197+AUSTRALIA","T-Bar+WHITE+A668198+AUSTRALIA",0.68674987682369
"893",1451,"O14625","H61831",30,"3b",-44.5416,44.5366,2022-11-18 06:25:00,"Released","T-Bar","WHITE","A668218","AUSTRALIA","T-Bar","WHITE","A668219","AUSTRALIA",58,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668218+AUSTRALIA","T-Bar+WHITE+A668219+AUSTRALIA",1.73502102542852
"894",1452,"O14625","H61831",30,"3b",-44.5416,44.5366,2022-11-18 06:25:00,"Released","T-Bar","WHITE","A668218","AUSTRALIA","T-Bar","WHITE","A668219","AUSTRALIA",58,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668218+AUSTRALIA","T-Bar+WHITE+A668219+AUSTRALIA",1.73502102542852
"895",1453,"O14625","H61831",30,"3b",-44.5416,44.5366,2022-11-18 06:25:00,"Released","T-Bar","WHITE","A668218","AUSTRALIA","T-Bar","WHITE","A668219","AUSTRALIA",58,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668218+AUSTRALIA","T-Bar+WHITE+A668219+AUSTRALIA",1.73502102542852
"896",1454,"O14625","H61831",30,"3b",-44.5416,44.5366,2022-11-18 06:25:00,"Released","T-Bar","WHITE","A668218","AUSTRALIA","T-Bar","WHITE","A668219","AUSTRALIA",58,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668218+AUSTRALIA","T-Bar+WHITE+A668219+AUSTRALIA",1.73502102542852
"897",1455,"O14625","H61831",30,"3b",-44.5416,44.5366,2022-11-18 06:25:00,"Released","T-Bar","WHITE","A668218","AUSTRALIA","T-Bar","WHITE","A668219","AUSTRALIA",58,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668218+AUSTRALIA","T-Bar+WHITE+A668219+AUSTRALIA",1.73502102542852
"898",1456,"O14625","H61831",30,"3b",-44.5416,44.5366,2022-11-18 06:25:00,"Released","T-Bar","WHITE","A668218","AUSTRALIA","T-Bar","WHITE","A668219","AUSTRALIA",58,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668218+AUSTRALIA","T-Bar+WHITE+A668219+AUSTRALIA",1.73502102542852
"899",1457,"O14625","H61831",30,"3b",-44.5416,44.5366,2022-11-18 06:25:00,"Released","T-Bar","WHITE","A668218","AUSTRALIA","T-Bar","WHITE","A668219","AUSTRALIA",58,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668218+AUSTRALIA","T-Bar+WHITE+A668219+AUSTRALIA",1.73502102542852
"900",1458,"O14625","H61831",30,"3b",-44.5416,44.5366,2022-11-18 06:25:00,"Released","T-Bar","WHITE","A668218","AUSTRALIA","T-Bar","WHITE","A668219","AUSTRALIA",58,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668218+AUSTRALIA","T-Bar+WHITE+A668219+AUSTRALIA",1.73502102542852
"901",1459,"O14624","H61830",30,"3b",-44.21,44.695,2022-11-17 18:30:00,"Released","T-Bar","WHITE","A668226","AUSTRALIA","T-Bar","WHITE","A668227","AUSTRALIA",51,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668226+AUSTRALIA","T-Bar+WHITE+A668227+AUSTRALIA",1.12695585179946
"902",1460,"O14624","H61830",30,"3b",-44.21,44.695,2022-11-17 18:30:00,"Released","T-Bar","WHITE","A668226","AUSTRALIA","T-Bar","WHITE","A668227","AUSTRALIA",51,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668226+AUSTRALIA","T-Bar+WHITE+A668227+AUSTRALIA",1.12695585179946
"903",1461,"O14624","H61830",30,"3b",-44.21,44.695,2022-11-17 18:30:00,"Released","T-Bar","WHITE","A668226","AUSTRALIA","T-Bar","WHITE","A668227","AUSTRALIA",51,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668226+AUSTRALIA","T-Bar+WHITE+A668227+AUSTRALIA",1.12695585179946
"904",1462,"O14624","H61830",30,"3b",-44.21,44.695,2022-11-17 18:30:00,"Released","T-Bar","WHITE","A668226","AUSTRALIA","T-Bar","WHITE","A668227","AUSTRALIA",51,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668226+AUSTRALIA","T-Bar+WHITE+A668227+AUSTRALIA",1.12695585179946
"905",1463,"O14624","H61830",30,"3b",-44.21,44.695,2022-11-17 18:30:00,"Released","T-Bar","WHITE","A668226","AUSTRALIA","T-Bar","WHITE","A668227","AUSTRALIA",51,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668226+AUSTRALIA","T-Bar+WHITE+A668227+AUSTRALIA",1.12695585179946
"906",1464,"O14624","H61830",30,"3b",-44.21,44.695,2022-11-17 18:30:00,"Released","T-Bar","WHITE","A668226","AUSTRALIA","T-Bar","WHITE","A668227","AUSTRALIA",51,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668226+AUSTRALIA","T-Bar+WHITE+A668227+AUSTRALIA",1.12695585179946
"907",1465,"O14624","H61830",30,"3b",-44.21,44.695,2022-11-17 18:30:00,"Released","T-Bar","WHITE","A668226","AUSTRALIA","T-Bar","WHITE","A668227","AUSTRALIA",51,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668226+AUSTRALIA","T-Bar+WHITE+A668227+AUSTRALIA",1.12695585179946
"908",1466,"O14624","H61830",30,"3b",-44.21,44.695,2022-11-17 18:30:00,"Released","T-Bar","WHITE","A668226","AUSTRALIA","T-Bar","WHITE","A668227","AUSTRALIA",51,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668226+AUSTRALIA","T-Bar+WHITE+A668227+AUSTRALIA",1.12695585179946
"909",1467,"O14624","H61830",30,"3b",-44.21,44.695,2022-11-17 18:30:00,"Released","T-Bar","WHITE","A668226","AUSTRALIA","T-Bar","WHITE","A668227","AUSTRALIA",51,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668226+AUSTRALIA","T-Bar+WHITE+A668227+AUSTRALIA",1.12695585179946
"910",1468,"O14624","H61830",30,"3b",-44.21,44.695,2022-11-17 18:30:00,"Released","T-Bar","WHITE","A668226","AUSTRALIA","T-Bar","WHITE","A668227","AUSTRALIA",51,NA,NA,"OBS",209,2022,"DC","T-Bar+WHITE+A668226+AUSTRALIA","T-Bar+WHITE+A668227+AUSTRALIA",1.12695585179946
