"","tagrelID","obs_foID","opeID","vesselCode","Subarea","Lat_release","Lon_release","Dat_release","tagFate","tagrel1Type","tagrel1Colour","tagrel1Number","tagrel1Wording","tagrel2Type","tagrel2Colour","tagrel2Number","tagrel2Wording","Length_release","Weight_release","Sex_release","src","datasetID","Season","MU","tag_code_1","tag_code_2","Est_weigth_release"
"1",182,"O10887","H52925",30,"3b",-44.8183,45.7266,2021-01-31 13:00:00,"Released","T-Bar tags","White","A605369","AUSTRALIA","T-Bar tags","White","A605370","AUSTRALIA",68,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605369+AUSTRALIA","T-Bar tags+White+A605370+AUSTRALIA",2.95845433937086
"2",183,"O10887","H52925",30,"3b",-44.8183,45.7266,2021-01-31 13:00:00,"Released","T-Bar tags","White","A605369","AUSTRALIA","T-Bar tags","White","A605370","AUSTRALIA",68,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605369+AUSTRALIA","T-Bar tags+White+A605370+AUSTRALIA",2.95845433937086
"3",184,"O10887","H52925",30,"3b",-44.8183,45.7266,2021-01-31 13:00:00,"Released","T-Bar tags","White","A605369","AUSTRALIA","T-Bar tags","White","A605370","AUSTRALIA",68,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605369+AUSTRALIA","T-Bar tags+White+A605370+AUSTRALIA",2.95845433937086
"4",185,"O10889","H52927",30,"3b",-44.6916,45.5483,2021-01-31 15:34:00,"Released","T-Bar tags","White","A605375","AUSTRALIA","T-Bar tags","White","A605376","AUSTRALIA",56,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605375+AUSTRALIA","T-Bar tags+White+A605376+AUSTRALIA",1.54232556103365
"5",186,"O10889","H52927",30,"3b",-44.6916,45.5483,2021-01-31 15:34:00,"Released","T-Bar tags","White","A605375","AUSTRALIA","T-Bar tags","White","A605376","AUSTRALIA",56,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605375+AUSTRALIA","T-Bar tags+White+A605376+AUSTRALIA",1.54232556103365
"6",187,"O10891","H52929",30,"3b",-44.66,45.27,2021-01-31 17:32:00,"Released","T-Bar tags","White","A605379","AUSTRALIA","T-Bar tags","White","A605380","AUSTRALIA",77,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605379+AUSTRALIA","T-Bar tags+White+A605380+AUSTRALIA",4.48919929083232
"7",188,"O10891","H52929",30,"3b",-44.66,45.27,2021-01-31 17:32:00,"Released","T-Bar tags","White","A605379","AUSTRALIA","T-Bar tags","White","A605380","AUSTRALIA",77,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605379+AUSTRALIA","T-Bar tags+White+A605380+AUSTRALIA",4.48919929083232
"8",189,"O10891","H52929",30,"3b",-44.66,45.27,2021-01-31 17:32:00,"Released","T-Bar tags","White","A605379","AUSTRALIA","T-Bar tags","White","A605380","AUSTRALIA",77,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605379+AUSTRALIA","T-Bar tags+White+A605380+AUSTRALIA",4.48919929083232
"9",190,"O10892","H52930",30,"3b",-44.7316,45.3716,2021-01-31 18:10:00,"Released","T-Bar tags","White","A605387","AUSTRALIA","T-Bar tags","White","A605388","AUSTRALIA",72,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605387+AUSTRALIA","T-Bar tags+White+A605388+AUSTRALIA",3.58381605387349
"10",191,"O10892","H52930",30,"3b",-44.7316,45.3716,2021-01-31 18:10:00,"Released","T-Bar tags","White","A605387","AUSTRALIA","T-Bar tags","White","A605388","AUSTRALIA",72,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605387+AUSTRALIA","T-Bar tags+White+A605388+AUSTRALIA",3.58381605387349
"11",197,"O10898","H52936",30,"3b",-44.5783,45.505,2021-02-02 08:35:00,"Released","T-Bar tags","White","A605401","AUSTRALIA","T-Bar tags","White","A605402","AUSTRALIA",92,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605401+AUSTRALIA","T-Bar tags+White+A605402+AUSTRALIA",8.15630678455839
"12",198,"O10898","H52936",30,"3b",-44.5783,45.505,2021-02-02 08:35:00,"Released","T-Bar tags","White","A605401","AUSTRALIA","T-Bar tags","White","A605402","AUSTRALIA",92,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605401+AUSTRALIA","T-Bar tags+White+A605402+AUSTRALIA",8.15630678455839
"13",199,"O10900","H52938",30,"3b",-44.7066,45.6733,2021-02-04 05:20:00,"Released","T-Bar tags","White","A605405","AUSTRALIA","T-Bar tags","White","A605406","AUSTRALIA",77,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605405+AUSTRALIA","T-Bar tags+White+A605406+AUSTRALIA",4.48919929083232
"14",200,"O10900","H52938",30,"3b",-44.7066,45.6733,2021-02-04 05:20:00,"Released","T-Bar tags","White","A605405","AUSTRALIA","T-Bar tags","White","A605406","AUSTRALIA",77,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605405+AUSTRALIA","T-Bar tags+White+A605406+AUSTRALIA",4.48919929083232
"15",201,"O10900","H52938",30,"3b",-44.7066,45.6733,2021-02-04 05:20:00,"Released","T-Bar tags","White","A605405","AUSTRALIA","T-Bar tags","White","A605406","AUSTRALIA",77,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605405+AUSTRALIA","T-Bar tags+White+A605406+AUSTRALIA",4.48919929083232
"16",202,"O10904","H52942",30,"3b",-44.8166,43.88,2021-02-04 19:15:00,"Released","T-Bar tags","White","A605413","AUSTRALIA","T-Bar tags","White","A605414","AUSTRALIA",78,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605413+AUSTRALIA","T-Bar tags+White+A605414+AUSTRALIA",4.68780328678452
"17",203,"O10904","H52942",30,"3b",-44.8166,43.88,2021-02-04 19:15:00,"Released","T-Bar tags","White","A605413","AUSTRALIA","T-Bar tags","White","A605414","AUSTRALIA",78,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605413+AUSTRALIA","T-Bar tags+White+A605414+AUSTRALIA",4.68780328678452
"18",204,"O10904","H52942",30,"3b",-44.8166,43.88,2021-02-04 19:15:00,"Released","T-Bar tags","White","A605413","AUSTRALIA","T-Bar tags","White","A605414","AUSTRALIA",78,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605413+AUSTRALIA","T-Bar tags+White+A605414+AUSTRALIA",4.68780328678452
"19",205,"O10903","H52941",30,"3b",-44.88,43.9783,2021-02-04 18:20:00,"Released","T-Bar tags","White","A605418","AUSTRALIA","T-Bar tags","White","A605419","AUSTRALIA",68,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605418+AUSTRALIA","T-Bar tags+White+A605419+AUSTRALIA",2.95845433937086
"20",206,"O10903","H52941",30,"3b",-44.88,43.9783,2021-02-04 18:20:00,"Released","T-Bar tags","White","A605418","AUSTRALIA","T-Bar tags","White","A605419","AUSTRALIA",68,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605418+AUSTRALIA","T-Bar tags+White+A605419+AUSTRALIA",2.95845433937086
"21",207,"O10903","H52941",30,"3b",-44.88,43.9783,2021-02-04 18:20:00,"Released","T-Bar tags","White","A605418","AUSTRALIA","T-Bar tags","White","A605419","AUSTRALIA",68,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605418+AUSTRALIA","T-Bar tags+White+A605419+AUSTRALIA",2.95845433937086
"22",208,"O10903","H52941",30,"3b",-44.88,43.9783,2021-02-04 18:20:00,"Released","T-Bar tags","White","A605418","AUSTRALIA","T-Bar tags","White","A605419","AUSTRALIA",68,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605418+AUSTRALIA","T-Bar tags+White+A605419+AUSTRALIA",2.95845433937086
"23",209,"O10903","H52941",30,"3b",-44.88,43.9783,2021-02-04 18:20:00,"Released","T-Bar tags","White","A605418","AUSTRALIA","T-Bar tags","White","A605419","AUSTRALIA",68,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605418+AUSTRALIA","T-Bar tags+White+A605419+AUSTRALIA",2.95845433937086
"24",210,"O10903","H52941",30,"3b",-44.88,43.9783,2021-02-04 18:20:00,"Released","T-Bar tags","White","A605418","AUSTRALIA","T-Bar tags","White","A605419","AUSTRALIA",68,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605418+AUSTRALIA","T-Bar tags+White+A605419+AUSTRALIA",2.95845433937086
"25",211,"O10908","H52946",30,"3b",-44.64,44.3833,2021-02-07 06:55:00,"Released","T-Bar tags","White","A605434","AUSTRALIA","T-Bar tags","White","A605435","AUSTRALIA",66,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605434+AUSTRALIA","T-Bar tags+White+A605435+AUSTRALIA",2.67650811881024
"26",212,"O10908","H52946",30,"3b",-44.64,44.3833,2021-02-07 06:55:00,"Released","T-Bar tags","White","A605434","AUSTRALIA","T-Bar tags","White","A605435","AUSTRALIA",66,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605434+AUSTRALIA","T-Bar tags+White+A605435+AUSTRALIA",2.67650811881024
"27",213,"O10908","H52946",30,"3b",-44.64,44.3833,2021-02-07 06:55:00,"Released","T-Bar tags","White","A605434","AUSTRALIA","T-Bar tags","White","A605435","AUSTRALIA",66,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605434+AUSTRALIA","T-Bar tags+White+A605435+AUSTRALIA",2.67650811881024
"28",214,"O10908","H52946",30,"3b",-44.64,44.3833,2021-02-07 06:55:00,"Released","T-Bar tags","White","A605434","AUSTRALIA","T-Bar tags","White","A605435","AUSTRALIA",66,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605434+AUSTRALIA","T-Bar tags+White+A605435+AUSTRALIA",2.67650811881024
"29",215,"O10915","H52953",30,"3b",-44.97,43.75,2021-02-09 09:15:00,"Released","T-Bar tags","White","A605440","AUSTRALIA","T-Bar tags","White","A605441","AUSTRALIA",58,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605440+AUSTRALIA","T-Bar tags+White+A605441+AUSTRALIA",1.73502102542852
"30",216,"O10915","H52953",30,"3b",-44.97,43.75,2021-02-09 09:15:00,"Released","T-Bar tags","White","A605440","AUSTRALIA","T-Bar tags","White","A605441","AUSTRALIA",58,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605440+AUSTRALIA","T-Bar tags+White+A605441+AUSTRALIA",1.73502102542852
"31",217,"O10915","H52953",30,"3b",-44.97,43.75,2021-02-09 09:15:00,"Released","T-Bar tags","White","A605440","AUSTRALIA","T-Bar tags","White","A605441","AUSTRALIA",58,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605440+AUSTRALIA","T-Bar tags+White+A605441+AUSTRALIA",1.73502102542852
"32",218,"O10922","H52960",30,"3b",-44.9366,44.2366,2021-02-10 20:40:00,"Released","T-Bar tags","White","A605442","AUSTRALIA","T-Bar tags","White","A605443","AUSTRALIA",73,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605442+AUSTRALIA","T-Bar tags+White+A605443+AUSTRALIA",3.75355539594967
"33",219,"O10922","H52960",30,"3b",-44.9366,44.2366,2021-02-10 20:40:00,"Released","T-Bar tags","White","A605442","AUSTRALIA","T-Bar tags","White","A605443","AUSTRALIA",73,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605442+AUSTRALIA","T-Bar tags+White+A605443+AUSTRALIA",3.75355539594967
"34",220,"O10922","H52960",30,"3b",-44.9366,44.2366,2021-02-10 20:40:00,"Released","T-Bar tags","White","A605442","AUSTRALIA","T-Bar tags","White","A605443","AUSTRALIA",73,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605442+AUSTRALIA","T-Bar tags+White+A605443+AUSTRALIA",3.75355539594967
"35",221,"O10927","H52965",30,"3b",-44.8716,42.595,2021-02-12 18:05:00,"Released","T-Bar tags","White","A605452","AUSTRALIA","T-Bar tags","White","A605453","AUSTRALIA",76,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605452+AUSTRALIA","T-Bar tags+White+A605453+AUSTRALIA",4.29657727455274
"36",222,"O10927","H52965",30,"3b",-44.8716,42.595,2021-02-12 18:05:00,"Released","T-Bar tags","White","A605452","AUSTRALIA","T-Bar tags","White","A605453","AUSTRALIA",76,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605452+AUSTRALIA","T-Bar tags+White+A605453+AUSTRALIA",4.29657727455274
"37",223,"O10927","H52965",30,"3b",-44.8716,42.595,2021-02-12 18:05:00,"Released","T-Bar tags","White","A605452","AUSTRALIA","T-Bar tags","White","A605453","AUSTRALIA",76,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605452+AUSTRALIA","T-Bar tags+White+A605453+AUSTRALIA",4.29657727455274
"38",224,"O10927","H52965",30,"3b",-44.8716,42.595,2021-02-12 18:05:00,"Released","T-Bar tags","White","A605452","AUSTRALIA","T-Bar tags","White","A605453","AUSTRALIA",76,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605452+AUSTRALIA","T-Bar tags+White+A605453+AUSTRALIA",4.29657727455274
"39",225,"O10927","H52965",30,"3b",-44.8716,42.595,2021-02-12 18:05:00,"Released","T-Bar tags","White","A605452","AUSTRALIA","T-Bar tags","White","A605453","AUSTRALIA",76,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605452+AUSTRALIA","T-Bar tags+White+A605453+AUSTRALIA",4.29657727455274
"40",226,"O10925","H52963",30,"3b",-44.8116,42.52,2021-02-12 16:05:00,"Released","T-Bar tags","White","A605467","AUSTRALIA","T-Bar tags","White","A605468","AUSTRALIA",84,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605467+AUSTRALIA","T-Bar tags+White+A605468+AUSTRALIA",6.01099035510264
"41",227,"O10925","H52963",30,"3b",-44.8116,42.52,2021-02-12 16:05:00,"Released","T-Bar tags","White","A605467","AUSTRALIA","T-Bar tags","White","A605468","AUSTRALIA",84,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605467+AUSTRALIA","T-Bar tags+White+A605468+AUSTRALIA",6.01099035510264
"42",228,"O10925","H52963",30,"3b",-44.8116,42.52,2021-02-12 16:05:00,"Released","T-Bar tags","White","A605467","AUSTRALIA","T-Bar tags","White","A605468","AUSTRALIA",84,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605467+AUSTRALIA","T-Bar tags+White+A605468+AUSTRALIA",6.01099035510264
"43",229,"O10925","H52963",30,"3b",-44.8116,42.52,2021-02-12 16:05:00,"Released","T-Bar tags","White","A605467","AUSTRALIA","T-Bar tags","White","A605468","AUSTRALIA",84,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605467+AUSTRALIA","T-Bar tags+White+A605468+AUSTRALIA",6.01099035510264
"44",230,"O10925","H52963",30,"3b",-44.8116,42.52,2021-02-12 16:05:00,"Released","T-Bar tags","White","A605467","AUSTRALIA","T-Bar tags","White","A605468","AUSTRALIA",84,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605467+AUSTRALIA","T-Bar tags+White+A605468+AUSTRALIA",6.01099035510264
"45",231,"O10925","H52963",30,"3b",-44.8116,42.52,2021-02-12 16:05:00,"Released","T-Bar tags","White","A605467","AUSTRALIA","T-Bar tags","White","A605468","AUSTRALIA",84,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605467+AUSTRALIA","T-Bar tags+White+A605468+AUSTRALIA",6.01099035510264
"46",232,"O10923","H52961",30,"3b",-44.8116,42.765,2021-02-12 14:40:00,"Released","T-Bar tags","White","A605481","AUSTRALIA","T-Bar tags","White","A605482","AUSTRALIA",80,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605481+AUSTRALIA","T-Bar tags+White+A605482+AUSTRALIA",5.10337970293279
"47",233,"O10923","H52961",30,"3b",-44.8116,42.765,2021-02-12 14:40:00,"Released","T-Bar tags","White","A605481","AUSTRALIA","T-Bar tags","White","A605482","AUSTRALIA",80,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605481+AUSTRALIA","T-Bar tags+White+A605482+AUSTRALIA",5.10337970293279
"48",234,"O10923","H52961",30,"3b",-44.8116,42.765,2021-02-12 14:40:00,"Released","T-Bar tags","White","A605481","AUSTRALIA","T-Bar tags","White","A605482","AUSTRALIA",80,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605481+AUSTRALIA","T-Bar tags+White+A605482+AUSTRALIA",5.10337970293279
"49",235,"O10923","H52961",30,"3b",-44.8116,42.765,2021-02-12 14:40:00,"Released","T-Bar tags","White","A605481","AUSTRALIA","T-Bar tags","White","A605482","AUSTRALIA",80,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605481+AUSTRALIA","T-Bar tags+White+A605482+AUSTRALIA",5.10337970293279
"50",236,"O10923","H52961",30,"3b",-44.8116,42.765,2021-02-12 14:40:00,"Released","T-Bar tags","White","A605481","AUSTRALIA","T-Bar tags","White","A605482","AUSTRALIA",80,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605481+AUSTRALIA","T-Bar tags+White+A605482+AUSTRALIA",5.10337970293279
"51",237,"O10923","H52961",30,"3b",-44.8116,42.765,2021-02-12 14:40:00,"Released","T-Bar tags","White","A605481","AUSTRALIA","T-Bar tags","White","A605482","AUSTRALIA",80,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605481+AUSTRALIA","T-Bar tags+White+A605482+AUSTRALIA",5.10337970293279
"52",238,"O10933","H52971",30,"3b",-44.595,41.85,2021-02-15 09:20:00,"Released","T-Bar tags","White","A605487","AUSTRALIA","T-Bar tags","White","A605488","AUSTRALIA",93,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605487+AUSTRALIA","T-Bar tags+White+A605488+AUSTRALIA",8.45756321086394
"53",239,"O10933","H52971",30,"3b",-44.595,41.85,2021-02-15 09:20:00,"Released","T-Bar tags","White","A605487","AUSTRALIA","T-Bar tags","White","A605488","AUSTRALIA",93,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605487+AUSTRALIA","T-Bar tags+White+A605488+AUSTRALIA",8.45756321086394
"54",240,"O10933","H52971",30,"3b",-44.595,41.85,2021-02-15 09:20:00,"Released","T-Bar tags","White","A605487","AUSTRALIA","T-Bar tags","White","A605488","AUSTRALIA",93,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605487+AUSTRALIA","T-Bar tags+White+A605488+AUSTRALIA",8.45756321086394
"55",241,"O10933","H52971",30,"3b",-44.595,41.85,2021-02-15 09:20:00,"Released","T-Bar tags","White","A605487","AUSTRALIA","T-Bar tags","White","A605488","AUSTRALIA",93,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605487+AUSTRALIA","T-Bar tags+White+A605488+AUSTRALIA",8.45756321086394
"56",242,"O10933","H52971",30,"3b",-44.595,41.85,2021-02-15 09:20:00,"Released","T-Bar tags","White","A605487","AUSTRALIA","T-Bar tags","White","A605488","AUSTRALIA",93,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605487+AUSTRALIA","T-Bar tags+White+A605488+AUSTRALIA",8.45756321086394
"57",243,"O10934","H52972",30,"3b",-44.515,41.8983,2021-02-15 10:30:00,"Released","T-Bar tags","White","A605495","AUSTRALIA","T-Bar tags","White","A605496","AUSTRALIA",90,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605495+AUSTRALIA","T-Bar tags+White+A605496+AUSTRALIA",7.57652200877417
"58",244,"O10934","H52972",30,"3b",-44.515,41.8983,2021-02-15 10:30:00,"Released","T-Bar tags","White","A605495","AUSTRALIA","T-Bar tags","White","A605496","AUSTRALIA",90,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605495+AUSTRALIA","T-Bar tags+White+A605496+AUSTRALIA",7.57652200877417
"59",245,"O10934","H52972",30,"3b",-44.515,41.8983,2021-02-15 10:30:00,"Released","T-Bar tags","White","A605495","AUSTRALIA","T-Bar tags","White","A605496","AUSTRALIA",90,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605495+AUSTRALIA","T-Bar tags+White+A605496+AUSTRALIA",7.57652200877417
"60",246,"O10934","H52972",30,"3b",-44.515,41.8983,2021-02-15 10:30:00,"Released","T-Bar tags","White","A605495","AUSTRALIA","T-Bar tags","White","A605496","AUSTRALIA",90,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605495+AUSTRALIA","T-Bar tags+White+A605496+AUSTRALIA",7.57652200877417
"61",247,"O10934","H52972",30,"3b",-44.515,41.8983,2021-02-15 10:30:00,"Released","T-Bar tags","White","A605495","AUSTRALIA","T-Bar tags","White","A605496","AUSTRALIA",90,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605495+AUSTRALIA","T-Bar tags+White+A605496+AUSTRALIA",7.57652200877417
"62",248,"O10931","H52969",30,"3b",-44.54,41.975,2021-02-15 07:00:00,"Released","T-Bar tags","White","A605509","AUSTRALIA","T-Bar tags","White","A605510","AUSTRALIA",84,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605509+AUSTRALIA","T-Bar tags+White+A605510+AUSTRALIA",6.01099035510264
"63",249,"O10931","H52969",30,"3b",-44.54,41.975,2021-02-15 07:00:00,"Released","T-Bar tags","White","A605509","AUSTRALIA","T-Bar tags","White","A605510","AUSTRALIA",84,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605509+AUSTRALIA","T-Bar tags+White+A605510+AUSTRALIA",6.01099035510264
"64",250,"O10931","H52969",30,"3b",-44.54,41.975,2021-02-15 07:00:00,"Released","T-Bar tags","White","A605509","AUSTRALIA","T-Bar tags","White","A605510","AUSTRALIA",84,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605509+AUSTRALIA","T-Bar tags+White+A605510+AUSTRALIA",6.01099035510264
"65",251,"O10931","H52969",30,"3b",-44.54,41.975,2021-02-15 07:00:00,"Released","T-Bar tags","White","A605509","AUSTRALIA","T-Bar tags","White","A605510","AUSTRALIA",84,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605509+AUSTRALIA","T-Bar tags+White+A605510+AUSTRALIA",6.01099035510264
"66",252,"O10931","H52969",30,"3b",-44.54,41.975,2021-02-15 07:00:00,"Released","T-Bar tags","White","A605509","AUSTRALIA","T-Bar tags","White","A605510","AUSTRALIA",84,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605509+AUSTRALIA","T-Bar tags+White+A605510+AUSTRALIA",6.01099035510264
"67",253,"O10931","H52969",30,"3b",-44.54,41.975,2021-02-15 07:00:00,"Released","T-Bar tags","White","A605509","AUSTRALIA","T-Bar tags","White","A605510","AUSTRALIA",84,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605509+AUSTRALIA","T-Bar tags+White+A605510+AUSTRALIA",6.01099035510264
"68",254,"O10932","H52970",30,"3b",-44.6216,41.9216,2021-02-15 08:05:00,"Released","T-Bar tags","White","A605519","AUSTRALIA","T-Bar tags","White","A605520","AUSTRALIA",69,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605519+AUSTRALIA","T-Bar tags+White+A605520+AUSTRALIA",3.10695944757573
"69",255,"O10932","H52970",30,"3b",-44.6216,41.9216,2021-02-15 08:05:00,"Released","T-Bar tags","White","A605519","AUSTRALIA","T-Bar tags","White","A605520","AUSTRALIA",69,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605519+AUSTRALIA","T-Bar tags+White+A605520+AUSTRALIA",3.10695944757573
"70",256,"O10932","H52970",30,"3b",-44.6216,41.9216,2021-02-15 08:05:00,"Released","T-Bar tags","White","A605519","AUSTRALIA","T-Bar tags","White","A605520","AUSTRALIA",69,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605519+AUSTRALIA","T-Bar tags+White+A605520+AUSTRALIA",3.10695944757573
"71",257,"O10932","H52970",30,"3b",-44.6216,41.9216,2021-02-15 08:05:00,"Released","T-Bar tags","White","A605519","AUSTRALIA","T-Bar tags","White","A605520","AUSTRALIA",69,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605519+AUSTRALIA","T-Bar tags+White+A605520+AUSTRALIA",3.10695944757573
"72",258,"O10932","H52970",30,"3b",-44.6216,41.9216,2021-02-15 08:05:00,"Released","T-Bar tags","White","A605519","AUSTRALIA","T-Bar tags","White","A605520","AUSTRALIA",69,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605519+AUSTRALIA","T-Bar tags+White+A605520+AUSTRALIA",3.10695944757573
"73",259,"O10932","H52970",30,"3b",-44.6216,41.9216,2021-02-15 08:05:00,"Released","T-Bar tags","White","A605519","AUSTRALIA","T-Bar tags","White","A605520","AUSTRALIA",69,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605519+AUSTRALIA","T-Bar tags+White+A605520+AUSTRALIA",3.10695944757573
"74",260,"O10929","H52967",30,"3b",-44.755,42.5016,2021-02-15 01:00:00,"Released","T-Bar tags","White","A605527","AUSTRALIA","T-Bar tags","White","A605528","AUSTRALIA",88,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605527+AUSTRALIA","T-Bar tags+White+A605528+AUSTRALIA",7.02629747723655
"75",266,"O11341","H52863",149,"3b",-44.8056666666667,44.7888333333333,2021-02-15 23:37:00,"Released","T-bar","bleu","25041","MNHN (TAAF) Paris France","T-bar","bleu","25042","MNHN (TAAF) Paris France",55.5,NA,NA,"OBS",179,2021,"DC","T-bar+bleu+25041+MNHN (TAAF) Paris France","T-bar+bleu+25042+MNHN (TAAF) Paris France",1.49660965390006
"76",267,"O11341","H52863",149,"3b",-44.8056666666667,44.7888333333333,2021-02-15 23:37:00,"Released","T-bar","bleu","25041","MNHN (TAAF) Paris France","T-bar","bleu","25042","MNHN (TAAF) Paris France",55.5,NA,NA,"OBS",179,2021,"DC","T-bar+bleu+25041+MNHN (TAAF) Paris France","T-bar+bleu+25042+MNHN (TAAF) Paris France",1.49660965390006
"77",268,"O11341","H52863",149,"3b",-44.8056666666667,44.7888333333333,2021-02-15 23:37:00,"Released","T-bar","bleu","25041","MNHN (TAAF) Paris France","T-bar","bleu","25042","MNHN (TAAF) Paris France",55.5,NA,NA,"OBS",179,2021,"DC","T-bar+bleu+25041+MNHN (TAAF) Paris France","T-bar+bleu+25042+MNHN (TAAF) Paris France",1.49660965390006
"78",269,"O11341","H52863",149,"3b",-44.8056666666667,44.7888333333333,2021-02-15 23:37:00,"Released","T-bar","bleu","25041","MNHN (TAAF) Paris France","T-bar","bleu","25042","MNHN (TAAF) Paris France",55.5,NA,NA,"OBS",179,2021,"DC","T-bar+bleu+25041+MNHN (TAAF) Paris France","T-bar+bleu+25042+MNHN (TAAF) Paris France",1.49660965390006
"79",270,"O11341","H52863",149,"3b",-44.8056666666667,44.7888333333333,2021-02-15 23:37:00,"Released","T-bar","bleu","25041","MNHN (TAAF) Paris France","T-bar","bleu","25042","MNHN (TAAF) Paris France",55.5,NA,NA,"OBS",179,2021,"DC","T-bar+bleu+25041+MNHN (TAAF) Paris France","T-bar+bleu+25042+MNHN (TAAF) Paris France",1.49660965390006
"80",271,"O11346","H52868",149,"3b",-44.7533333333333,44.4745,2021-02-16 02:49:00,"Released","T-bar","bleu","25047","MNHN (TAAF) Paris France","T-bar","bleu","25048","MNHN (TAAF) Paris France",81.1,NA,NA,"OBS",179,2021,"DC","T-bar+bleu+25047+MNHN (TAAF) Paris France","T-bar+bleu+25048+MNHN (TAAF) Paris France",5.34263365941758
